soru,cevap
Kovuşturma aşamasında cinsel taciz suçunu işlediği iddia edilen şüpheli hangi ismi alır?,"Kovuşturma aşamasında cinsel taciz suçunu işlediği iddia edilen şüpheli, sanık ismini alır."
Cinsel taciz suçunda kovuşturma aşamasında sanık nerede yargılanır?,"Cinsel taciz suçunda kovuşturma aşamasında sanık, ceza mahkemesinde yargılanır."
Cinsel taciz eylemlerinin birden fazla kez gerçekleşmesi durumunda ne tür önlemler alınabilir?,"Cinsel taciz eylemlerinin birden fazla kez gerçekleşmesi durumunda, fail hakkında şikayet başvurusunda bulunmanın yanı sıra önleyici tedbirler alınmasını talep etme imkanı bulunmaktadır."
6284 sayılı Ailenin Korunması ve Kadına Şiddetin Önlenmesine Dair Kanun'un amacı nedir?,"6284 sayılı Ailenin Korunması ve Kadına Şiddetin Önlenmesine Dair Kanun'un amacı, tek taraflı ısrarlı takip mağduru olan kişilerin korunmasıdır."
"Mağdurun kişisel özellikleri, önleyici tedbir kararı alınmasını nasıl etkiler?",Mağdurun evli veya bekâr olması gibi kişisel özelliklerinin önleyici tedbir kararı alınabilmesi açısından bir farkı yoktur; mağdur olan herkes bu hakkını kullanabilecektir.
"6284 sayılı Kanun'un 5. maddesine göre hâkim, korunan kişilere yönelik hangi tür tedbirler alabilir?","6284 sayılı Kanun'un 5. maddesine göre hâkim, korunan kişilere yönelik olarak 'bu kişilerin bulundukları konuta, okula ve işyerlerine yaklaşmaması' ve 'korunan kişiyi iletişim araçlarıyla veya sair surette rahatsız etmemesi' gibi tedbirler alabilir."
"Hâkimin, cinsel taciz suçunda koruma tedbirleri alma yetkisi neye dayanır?","Hâkimin, cinsel taciz suçunda koruma tedbirleri alma yetkisi, 6284 sayılı Kanun'un 5. maddesine dayanır ve bu tedbirler durumun gerekliliklerine göre değişiklik gösterebilir."
"Koruma tedbirleri, 6284 sayılı Kanun'un 5. maddesinde belirtilenlerle sınırlı mı, yoksa başka tedbirler de alınabilir mi?","Koruma tedbirleri, 6284 sayılı Kanun'un 5. maddesinde belirtilenlerle sınırlı değildir; hâkim, durumun gerekliliklerine göre benzer başka tedbirlerin alınmasına da karar verebilir."
"Hâkimin takdir yetkisi, cinsel taciz suçunda koruma tedbirleri açısından ne anlama gelir?","Hâkimin takdir yetkisi, cinsel taciz suçunda koruma tedbirleri açısından, hâkimin duruma göre uygun tedbirleri belirleme ve uygulama yetkisine sahip olduğunu ifade eder."
Cinsel taciz suçunda koruma kararına uymamanın sonuçları nelerdir?,"Cinsel taciz suçunda koruma kararına uymamanın sonuçları, zorlayıcı hapis cezasının söz konusu olmasıdır."
Koruma kararına uymayan kişilerin eylemlerinin devam etmesi durumunda hangi süreç işler?,"Koruma kararına uymayan kişilerin eylemlerinin devam etmesi durumunda, bu kişilerin eylemlerinin kolluk kuvvetlerine bildirilmesiyle, kolluk kuvvetleri duruma müdahale ederek eylemlerin devam etmesini önleyecektir."
Kolluk kuvvetlerinin koruma kararına uymayan kişilere karşı nasıl bir müdahale süreci vardır?,"Kolluk kuvvetleri, koruma kararına uymayan kişilerin eylemlerinin devam ettiğini tespit ettiklerinde duruma müdahale ederek bu eylemlerin devam etmesini önleyecektir."
Cinsel taciz suçunda koruma talebi için hangi mercilere başvurulabilir?,"Cinsel taciz suçunda koruma talebi için mağdur, yetkili merciilere kendisi başvurabileceği gibi, kolluk görevlileri, Aile ve Sosyal Politikalar Bakanlığı görevlileri ve Cumhuriyet Başsavcılığı tarafından da talep edilebilir."
Önleyici tedbir kararı verme yetkisi hangi mahkemeye aittir?,Önleyici tedbir kararı verme yetkisi aile mahkemesine aittir ve ilgili talepler de aile mahkemesi hâkimine yapılacaktır.
Cinsel taciz suçunu işleyen kişi hakkında şikâyette bulunulduğunda ne tür bir talep yapılabilir?,"Cinsel taciz suçunu işleyen kişi hakkında Savcılığa şikâyette bulunulması halinde, önleyici tedbir kararı verilmesi hususunda Cumhuriyet Savcılığından da talepte bulunulması mümkündür."
Cinsel taciz suçunda önleyici tedbir kararlarının süresi ne kadardır?,Cinsel taciz suçunda önleyici tedbir kararlarının süresi en fazla altı ay için verilebilmektedir.
Önleyici tedbir kararının süresi dolduğunda ne yapılması gerekmektedir?,"Önleyici tedbir kararının süresi dolduğunda, tedbirin devamı talep edilebilir; aksi halde tedbir kararı ortadan kalkacaktır."
Önleyici tedbir kararları ile ilgili daha fazla bilgi nereden alınabilir?,"Önleyici tedbir kararları ile ilgili daha fazla bilgi, 'Kadına Karşı Şiddeti Önleyici Tedbirler' başlıklı yazıdan alınabilir."
Hükmün açıklanmasının geri bırakılması (HAGB) nedir ve hangi durumlarda uygulanabilir?,"Hükmün açıklanmasının geri bırakılması (HAGB), 5271 sayılı Ceza Muhakemesi Kanunu'nun 231. maddesinin 5. fıkrasında tanımlandığı üzere, sanığa yüklenen suçtan dolayı yapılan yargılama sonucunda, ceza iki yıl veya daha az süreli hapis veya adli para cezası olduğunda mahkemece verilebilen bir karardır."
HAGB kararı verildiğinde sanık hakkında ne tür hukuki sonuçlar doğar?,"HAGB kararı verildiğinde, bu karar mahkûmiyet kararı olmadığından sanık hakkında hukuki sonuç doğurmaz."
HAGB kararının uygulanabilmesi için yargılama sonucunda hükmolunan cezanın süresi ne olmalıdır?,HAGB kararının uygulanabilmesi için yargılama sonucunda hükmolunan cezanın iki yıl veya daha az süreli hapis veya adli para cezası olması gerekmektedir.
HAGB kararının verilmesi için sanığın daha önce hangi tür bir suçtan mahkûm olmaması gerekmektedir?,HAGB kararının verilmesi için sanığın daha önce kasıtlı bir suçtan mahkûm olmaması gerekmektedir.
HAGB kararının verilmesi için mahkemenin sanık hakkında hangi değerlendirmeyi yapması gerekmektedir?,"HAGB kararının verilmesi için mahkemenin, sanığın kişilik özellikleri ile duruşmadaki tutum ve davranışları göz önünde bulundurarak yeniden suç işlemeyeceği hususunda kanaate varması gerekmektedir."
HAGB kararının verilmesi için suçun işlenmesiyle mağdurun veya kamunun uğradığı zararın nasıl giderilmesi gerekmektedir?,"HAGB kararının verilmesi için suçun işlenmesiyle mağdurun veya kamunun uğradığı zararın, aynen iade, suçtan önceki hale getirme veya tazmin suretiyle tamamen giderilmesi gerekmektedir."
"Sanığın HAGB kararı verilmesini kabul etmesi, HAGB kararının verilmesi için neden önemlidir?","Sanığın HAGB kararı verilmesini kabul etmesi, HAGB kararının verilmesi için önemli bir şarttır."
"657 sayılı Devlet Memurları Kanunu'nun 48. maddesi, memur olmak için hangi şartları belirlemektedir?","657 sayılı Devlet Memurları Kanunu'nun 48. maddesi, memur olmak için gerekli şartları ayrıntılı şekilde açıklamaktadır."
HAGB kararının memuriyete etkisi hakkında 657 sayılı Kanun'un hangi maddesi önemli bir rol oynamaktadır?,HAGB kararının memuriyete etkisi hakkında 657 sayılı Kanun'un 48. maddesi önemli bir rol oynamaktadır.
"657 sayılı Devlet Memurları Kanunu'na göre hangi suçlardan mahkûmiyet, memuriyete son verilmesine neden olur?","657 sayılı Devlet Memurları Kanunu'na göre, devletin güvenliğine karşı suçlar, Anayasal düzene ve bu düzenin işleyişine karşı suçlar gibi belirli suçlardan mahkûmiyet, memuriyete son verilmesine neden olur."
"Hükmün açıklanmasının geri bırakılması kararı, memuriyete engel midir ve neden?","Hükmün açıklanmasının geri bırakılması kararı, memuriyete engel değildir çünkü bu karar bir mahkûmiyet kararı olarak değerlendirilmez."
Devlet Personel Başkanlığı'nın 08.07.2013 tarihli görüşünde HAGB kararının memuriyete etkisi nasıl değerlendirilmiştir?,"Devlet Personel Başkanlığı'nın 08.07.2013 tarihli görüşünde, HAGB kararının memuriyete engel teşkil etmediği ve bu nedenle ilgilinin memuriyet görevine son verilmesinin mümkün olmadığı değerlendirilmiştir."
Danıştay 12. Dairesi'nin 09.07.2008 tarihli kararında HAGB kararının memuriyet üzerindeki etkisi nasıl açıklanmıştır?,"Danıştay 12. Dairesi'nin 09.07.2008 tarihli kararında, HAGB kararının sanık hakkında sonuç doğurmayacağı belirtilmiş ve bu nedenle davacının memuriyetine engel bir mahkûmiyet hükmünün bulunmadığı ifade edilmiştir."
"Hükmün açıklanmasının geri bırakılması (HAGB) kararı verilen bir sanığın, denetim süresi içerisinde hangi şartları yerine getirmesi durumunda davasının 5 yıl sonunda düşeceği belirtilmiştir?","Hükmün açıklanmasının geri bırakılması kararı verilen sanığın, denetim süresi içerisinde kasten yeni bir suç işlememesi ve yükümlülüklerine uygun davranması durumunda davası 5 yıl sonunda düşecektir."
"HAGB kararının 5 yıl sonunda düşmesi, sanık için ne tür bir sonuç doğurur?","HAGB kararının 5 yıl sonunda düşmesi, sanığa herhangi bir ceza verilmemesi anlamına gelir ve dolayısıyla ilgili suç herhangi bir hukuki sonuç doğurmayacaktır."
Düşen HAGB kararlarının memuriyete etkisi nedir?,"Düşen HAGB kararları, memuriyete herhangi bir engel teşkil etmeyecektir."
"Hükmün açıklanmasının geri bırakılması kararları, memuriyete engel teşkil eder mi?","Hükmün açıklanmasının geri bırakılması kararları, memuriyete engel teşkil etmeyecektir."
"HAGB kararı verilen bir kişi, memur olma şartlarını kaybeder mi?","HAGB kararı verilen bir kişi, memur olma şartlarını kaybetmeyeceğinden memurluk yapmaya devam edebilecektir."
Disiplin hukuku açısından HAGB kararının etkisi nedir?,"Disiplin hukuku açısından, eylemin görevle ilişkili olması halinde disiplin soruşturması yapılabilir ve eylemle uyumlu olarak disiplin cezası verilebilir."
HAGB kararının memurun disiplin soruşturmasına etkisi hakkında daha fazla bilgi nereden edinilebilir?,"HAGB kararının memurun disiplin soruşturmasına etkisi hakkında daha fazla bilgi, 'Ceza Yargılamasının Memurun Disiplin Soruşturmasına Etkisi' başlıklı yazıdan edinilebilir."
İdari işlemlerin iptali davası açılabilmesi için hangi koşulların sağlanması gerekmektedir?,"İdari işlemlerin iptali davası açılabilmesi için, idari işlemin yetki, şekil, sebep, konu ve maksat yönlerinden en az birinin hukuka aykırı olduğu iddiasının bulunması gerekmektedir."
İdari mercilerin yaptığı işlemler neden yargı denetimine tabidir?,"İdari mercilerin yaptığı işlemler, yürürlükte bulunan mevzuat hükümleri ve hukuk devleti ilkesi gereğince yargı denetimine tabidir."
"İdari işlemler, iptal edilene kadar hangi durumdan yararlanır?","İdari işlemler, hukuka uygunluk karinesinden yararlanarak, yargı organlarınca iptaline karar verilinceye dek geçerliliğini korur."
İdari işlemlerin iptali davası açmanın amacı nedir?,"İdari işlemlerin iptali davası açmanın amacı, hukuka aykırı idari işlemlerin ortadan kaldırılmasıdır."
"İdari mercilerin, iş ve işlemleri tesis etme yetkisi neye dayanır?","İdari mercilerin, kişi ve kurumlar üzerinde sonuç doğuracak iş ve işlemleri tesis etme yetkisi, hukuka uygunluk karinesine dayanır."
İdari işlemlerin iptali için hangi unsurların hukuka aykırı olması gerektiği belirtilmiştir?,"İdari işlemlerin iptali için, dava konusu edilen idari işlemin, belirli unsurlarından en az birinin hukuka aykırı olması gerektiği belirtilmiştir."
Yetki yönünden hukuka aykırılık ne anlama gelmektedir ve hangi durumları kapsar?,"Yetki yönünden hukuka aykırılık, idari işlemin yetki unsuru ile ilgili olup, yer itibariyle, konu itibariyle ve zaman itibariyle yetkisizlik durumlarını kapsar."
Yer itibariyle yetkisizlik durumunda idarenin hangi sınırlar içinde işlem yapması gerekmektedir?,"Yer itibariyle yetkisizlik durumunda, idarenin kendi yetki sınırları içinde bulunan coğrafi alanlarda işlem yapması gerekmektedir."
Zaman itibariyle yetkisizlik neyi ifade eder ve hangi durumlarda ortaya çıkar?,"Zaman itibariyle yetkisizlik, idari personelin görev süresi dolduğunda idare adına işlem tesis etmesi durumunda ortaya çıkar."
Şekil yönünden hukuka aykırılık ne anlama gelir ve hangi durumlarda iptal davası açılabilir?,"Şekil yönünden hukuka aykırılık, yasal düzenlemelerde belirtilen şekil şartlarına uyulmaması durumunu ifade eder ve bu durumda menfaati ihlal edilen herkes iptal davası açabilir."
Sebep yönünden hukuka aykırılık neyi ifade eder ve hangi koşullarda iptali talep edilebilir?,"Sebep yönünden hukuka aykırılık, idari işlemin sebebinin usul ve yasaya uygun olmaması durumunu ifade eder ve bu tür işlemlerin iptali talep edilebilir."
Amaç yönünden hukuka aykırılık neyi ifade eder ve hangi durumlarda iptal davası açılabilir?,"Amaç yönünden hukuka aykırılık, idari işlemin kamu yararını tesis etmemesi durumunu ifade eder ve bu koşulu sağlamayan işlemler için iptal davası açılabilir."
İdari işlemlere karşı açılacak iptal davalarında görevli mahkemenin belirlenmesi hangi faktöre bağlıdır?,"İdari işlemlere karşı açılacak iptal davalarında görevli mahkemenin belirlenmesi, dava konusu işlemin türüne bağlıdır."
İptal davalarında görevli mahkemeler nelerdir?,"İptal davalarında görevli mahkemeler, idare mahkemesi, vergi mahkemesi ve Danıştay Kanunu m.24’te sayılı haller ile sınırlı olarak Danıştay'dır."
Danıştay'ın iptal davalarındaki rolü nedir?,"Danıştay, iptal davalarında görevli mahkeme olarak, yalnızca Danıştay Kanunu m.24’te sayılı haller ile sınırlı olarak görev alır."
İdari İşlemlere İtiraz ve İptal Davası'nda yetkili mahkeme nasıl belirlenir?,"İdari İşlemlere İtiraz ve İptal Davası'nda yetkili mahkeme, iptali istenen idari işlemi tesis eden idari merciin bulunduğu yer mahkemesidir."
İdari Yargılama Usulü Kanunu (İYUK) çerçevesinde iptali istenen idari işlemler için hangi durumlarda farklı bir mahkeme yetkili olabilir?,"İdari Yargılama Usulü Kanunu (İYUK) veya özel Kanunlarda aksi gösterilmedikçe, iptali istenen idari işlemler için farklı bir mahkeme yetkili olamaz."
"İdari işlemlere karşı dava açma süresi, İYUK uyarınca hangi mahkemelerde ne kadar süredir?","İYUK uyarınca, idari işlemlere karşı dava açma süresi Danıştay ve İdare Mahkemelerinde altmış (60) gün, Vergi Mahkemelerinde ise otuz (30) gündür."
İdari uyuşmazlıklarda dava açma süresi ne zaman işlemeye başlar?,"İdari uyuşmazlıklarda dava açma süresi, yazılı bildirimin yapıldığı tarihi izleyen günden itibaren işlemeye başlar."
Hak düşürücü sürelerin yeniden canlanması ne anlama gelmektedir?,"Hak düşürücü sürelerin yeniden canlanması, çoktan dolmuş olan hak düşürücü sürenin sıfırlanarak baştan başlaması anlamına gelmektedir."
İdari işlemlere itiraz ve iptal davası açmak için belirlenen süreler hukuken nasıl bir niteliğe sahiptir?,İdari işlemlere itiraz ve iptal davası açmak için belirlenen süreler hukuken hak düşürücü süre niteliğindedir.
İdari mercilere tanınan takdir yetkisi ne şekilde sınırlıdır?,"İdari mercilere tanınan takdir yetkisi, yasal mevzuat hükümleri gereğince sınırsız değildir; idare, bu yetkiyi hukuka uygun ve yasal sınırları içinde kullanmakla yükümlüdür."
"İdari işlemin iptaline karar verildiğinde, bu kararın etkileri nelerdir?","İdari işlemin iptaline karar verildiğinde, verilen karar genele etkili olacak ve iptal davası açmayanlar için de uygulanacaktır; ayrıca, iptal kararı geçmişe yürüyecek ve işlem hiç yapılmamış gibi kabul edilerek tüm sonuçları ile birlikte ortadan kalkacaktır."
